date,WETH,WBTC,WETH_price,WBTC_price,WETH_usd_volume,WBTC_usd_volume,daily_volume_usd,fees_usd
2023-08-04,438.84683724,6964.065224519575,1830.23,29113.99,803190.6469217652,202751725.30601066,203554915.95293242,101777.4579764662
2023-08-05,265.72347062,4215.901111278629,1836.48,29072.13,487995.8393242176,122565225.17423677,123053221.013561,61526.6105067805
2023-08-06,209.24885006,3316.552957629961,1830.28,29088.42,382983.9852878168,96473285.3837825,96856269.36907032,48428.13468453516
2023-08-07,603.91332564,9604.444694981434,1829.1,29211.06,1104617.863928124,280556010.2517844,281660628.1157125,140830.31405785627
2023-08-08,1221.51575415,19549.487109469366,1856.3,29770.42,2267499.694428645,581996442.033489,584263941.7279177,292131.9708639588
2023-08-09,1534.74438113,24591.237135512296,1855.35,29581.99,2847487.987529545,727457731.0303534,730305219.017883,365152.6095089415
2023-08-10,305.54542322,4868.285586391613,1852.47,29455.75,566013.7301523534,143399003.16135475,143965016.8915071,71982.50844575354
2023-08-11,479.54586589,7610.949870754404,1848.84,29426.03,886603.5786920676,223960039.2253152,224846642.8040073,112423.32140200365
2023-08-12,146.93290364,2337.9565080701464,1849.93,29430.17,271815.5864307452,68806457.48511077,69078273.07154152,34539.13653577076
2023-08-13,220.66101558,3507.6925720532445,1840.73,29303.84,406177.3512085734,102788861.90063675,103195039.25184532,51597.51962592266
2023-08-14,637.53605552,10163.28761076598,1845.5,29430.93,1176572.79046216,299115006.2423208,300291579.0327829,150145.78951639147
2023-08-15,544.57520121,8692.44102792086,1828.98,29200.0,996017.1515090659,253819278.01528913,254815295.1667982,127407.6475833991
2023-08-16,471.19900584,7527.66255624968,1807.81,28730.51,851838.2747476103,216273584.34895697,217125422.62370458,108562.7113118523
2023-08-17,3163.28991284,50658.17845233609,1681.49,26623.41,5319040.355541332,1348693454.789709,1354012495.1452503,677006.2475726252
2023-08-18,2126.13074629,33426.30662182345,1661.59,26054.0,3532757.586728001,870888992.7249882,874421750.3117162,437210.8751558581
2023-08-19,599.71034953,9378.418211621234,1669.67,26100.01,1001318.3792997552,244776809.10749632,245778127.48679608,122889.06374339804
2023-08-20,383.37438428,5991.827658271087,1685.24,26189.99,646077.8473640273,156925906.4518432,157571984.29920724,78785.99214960363
2023-08-21,538.173735,8410.767559834094,1667.55,26126.92,897431.6117992499,219747451.17438057,220644882.7861798,110322.4413930899
2023-08-22,1148.31182147,18154.011860972943,1634.99,26056.0,1877478.3449852355,473020933.049511,474898411.39449626,237449.20569724814
2023-08-23,1284.82976717,20325.370619746827,1679.61,26432.72,2158012.9252364035,537254830.4879944,539412843.4132308,269706.42170661537
2023-08-24,1017.12157689,16058.890599152883,1661.16,26180.05,1689601.6786665926,420422558.8303524,422112160.509019,211056.08025450952
2023-08-25,594.23915044,9371.473114941715,1653.8,26060.01,982752.706997672,244220683.0901122,245203435.79710987,122601.71789855494
2023-08-26,187.75497568,2964.608169481773,1647.04,26017.37,309239.9551439872,77131307.65043,77440547.60557398,38720.27380278699
2023-08-27,532.59068731,8414.295316535103,1658.33,26101.77,883211.1144867922,219628001.06427646,220511212.17876324,110255.60608938162
2023-08-28,1466.18292004,23143.780931363213,1653.08,26120.0,2423717.661459723,604515557.9272071,606939275.5886668,303469.6377943334
2023-08-29,3349.54741363,53437.514131920485,1729.42,27716.34,5792774.288079995,1481092310.435113,1486885084.723193,743442.5423615965
2023-08-30,706.77792092,11291.355218402865,1705.23,27299.99,1205218.9140904117,308253884.54884607,309459103.46293646,154729.55173146824
2023-08-31,876.41807291,13938.56858202559,1645.76,25940.78,1442373.8076723616,361577341.1012378,363019714.90891016,181509.85745445508
2023-09-01,1652.11360205,26095.545192802438,1629.12,25805.05,2691491.3113716957,673396848.4775265,676088339.7888982,338044.1698944491
2023-09-02,463.80332934,7330.216093903927,1637.03,25869.51,759259.9642294602,189629098.54340857,190388358.50763804,95194.17925381902
2023-09-03,489.23362344,7756.541500942936,1635.84,25971.21,800307.9305680895,201446768.19470417,202247076.12527227,101123.53806263614
2023-09-04,564.76200796,8959.327531020592,1630.51,25826.02,920850.1015988596,231383772.00268844,232304622.1042873,116152.31105214365
2023-09-05,627.03320466,9906.982631140572,1634.45,25792.1,1024854.421356537,255521886.72064075,256546741.14199728,128273.37057099864
2023-09-06,1012.41363779,15974.101596640143,1633.15,25759.95,1653423.3325567388,411492058.4243702,413145481.75692695,206572.7408784635
2023-09-07,909.64706806,14400.003644376931,1648.11,26255.0,1499198.4293403665,378072095.6831163,379571294.1124567,189785.64705622834
2023-09-08,918.94460155,14611.014191748814,1636.44,25910.5,1503797.7037604821,378578683.21530765,380082480.91906816,190041.24045953408
2023-09-09,409.62130136,6501.396887677552,1635.54,25901.61,669952.0232263344,168396646.63983774,169066598.66306406,84533.29933153203
2023-09-10,1954.66517631,31137.196798008263,1617.42,25841.61,3161514.5494673206,804635296.1473783,807796810.6968457,403898.4053484228
2023-09-11,1467.97143548,23689.53460231824,1551.85,25162.52,2278071.472149638,596088388.2215247,598366459.6936743,299183.2298468372
2023-09-12,1965.63521573,32009.790267353994,1592.97,25840.1,3131197.9296014183,827136181.4874539,830267379.4170554,415133.6897085277
2023-09-13,1300.01114171,21210.359293704205,1607.62,26222.0,2089923.91163583,556178041.3995117,558267965.3111476,279133.9826555738
2023-09-14,1357.13713527,22091.61920965555,1626.47,26522.73,2207342.836402597,585930051.5605075,588137394.3969102,294068.6971984551
2023-09-15,874.04440448,14225.370231740615,1641.29,26600.0,1434560.3406289793,378394848.1643004,379829408.50492936,189914.7042524647
2023-09-16,303.0735812,4917.367137365757,1634.4,26559.67,495343.46111328,130603648.43727916,131098991.89839244,65549.49594919622
2023-09-17,537.49586083,8763.616021071937,1622.48,26527.51,872076.2842794583,232476911.63514602,233348987.9194255,116674.49395971275
2023-09-18,1393.34600383,22818.612336129987,1636.66,26762.51,2280433.670628408,610683340.8318021,612963774.5024306,306481.8872512153
2023-09-19,1448.60298041,23858.34652310412,1643.12,27210.26,2380228.529171279,649191812.0637591,651572040.5929303,325786.02029646514
2023-09-20,1135.70398422,18862.86627184423,1622.26,27125.0,1842407.145440737,511655247.6237747,513497654.76921546,256748.82738460775
2023-09-21,1235.95844305,20646.019390500398,1583.94,26568.08,1957684.016284617,548525094.8483659,550482778.8646505,275241.38943232526
2023-09-22,883.25293764,14729.290500957974,1593.08,26580.14,1407092.589895531,391506603.61613303,392913696.2060286,196456.8481030143
2023-09-23,382.9476989,6384.280233309187,1593.86,26575.96,610365.0193687539,169668376.10921562,170278741.12858438,85139.3705642922
2023-09-24,692.55519511,11545.761608086437,1580.71,26248.38,1094728.922462328,303057538.0784639,304152267.00092626,152076.13350046313
2023-09-25,1115.16515936,18470.78392739586,1588.33,26304.81,1771250.2775662686,485870461.7612019,487641712.0387682,243820.85601938408
2023-09-26,705.93459903,11657.706091373833,1594.01,26221.67,1125266.8101998102,305684522.0849945,306809788.8951943,153404.89444759715
2023-09-27,966.19768996,15886.344141365546,1598.64,26372.99,1544602.2750776545,418970395.17679214,420514997.4518698,210257.49872593489
2023-09-28,1676.27924851,27434.664269266323,1652.99,27021.39,2770872.8349945447,741322762.7389103,744093635.5739049,372046.8177869524
2023-09-29,1187.69500177,19238.05660090834,1667.45,26906.96,1980422.0307013867,517637619.43837667,519618041.46907806,259809.02073453905
2023-09-30,1104.02060629,17784.746612651878,1670.89,26962.56,1844696.9908438982,479522297.62842304,481366994.6192669,240683.49730963347
2023-10-01,1156.88515545,18677.021521763658,1733.79,27992.57,2005795.9136676553,522817832.3394757,524823628.25314337,262411.8141265717
2023-10-02,2743.73599027,45131.34322535056,1662.4,27494.51,4561186.710224848,1240864167.6228333,1245425354.333058,622712.6771665291
2023-10-03,1345.67923533,22294.04622965967,1656.88,27426.46,2229629.0114335706,611446767.1559118,613676396.1673454,306838.19808367273
2023-10-04,1132.16788111,18932.069965770323,1646.58,27778.57,1864204.9896781037,525905830.7890485,527770035.7787266,263885.0178893633
2023-10-05,1907.92925265,32423.762532782028,1611.79,27410.39,3075181.2901287437,888747976.2909431,891823157.5810719,445911.5787905359
2023-10-06,1505.5132291,25523.682232416053,1645.03,27931.09,2476614.427266373,712904265.5650136,715380879.99228,357690.43999614
2023-10-07,1252.3399556,21334.775574928342,1633.57,27956.67,2045784.9812694918,596449280.272332,598495065.2536014,299247.5326268007
2023-10-08,874.2620458,14983.494819415724,1632.84,27917.05,1427530.038864072,418294974.0483697,419722504.0872338,209861.2520436169
2023-10-09,1250.99863251,21624.71651826297,1580.13,27590.12,1976740.4691880266,596628523.7048575,598605264.1740454,299302.6320870227
2023-10-10,534.79996998,9342.542666161613,1567.63,27390.12,838368.4769397475,255893364.7312865,256731733.20822623,128365.86660411312
2023-10-11,889.93394869,15379.886851996935,1566.87,26875.52,1394410.8061839002,413342456.6885807,414736867.49476457,207368.43374738228
2023-10-12,951.63198036,16442.113474450445,1539.61,26759.63,1465142.1132820593,439984872.9943084,441450015.1075905,220725.00755379527
2023-10-13,594.61762894,10313.817503817603,1552.16,26862.0,922941.6989355105,277049765.7875485,277972707.486484,138986.353743242
2023-10-14,407.77319576,7054.590522764871,1554.94,26852.48,634062.8530150545,189433250.92073324,190067313.7737483,95033.65688687416
2023-10-15,681.59862504,11805.394522577411,1557.77,27154.15,1061773.8901285608,320565453.6752454,321627227.56537396,160813.613782687
2023-10-16,2960.56139112,52691.93159654798,1599.42,28500.78,4735181.10018515,1501761150.2082627,1506496331.3084478,753248.1656542239
2023-10-17,1426.07641385,25693.1110373989,1565.01,28395.91,2231823.8484393884,729579268.6379858,731811092.4864252,365905.5462432126
2023-10-18,1117.92513723,20274.315788130298,1563.44,28320.0,1747808.8765508712,574168623.11985,575916431.996401,287958.21599820047
2023-10-19,890.96093525,16330.80592401438,1566.57,28713.71,1395752.6723345926,468918025.3684309,470313778.0407655,235156.88902038278
2023-10-20,2481.87183003,45938.850812802724,1603.89,29669.04,3980649.409466817,1362961602.3190765,1366942251.7285433,683471.1258642717
2023-10-21,2099.39296609,38760.191820629254,1628.94,29909.8,3419785.1781826443,1159309585.3166568,1162729370.4948394,581364.6852474198
2023-10-22,1308.37061366,23875.37578111463,1663.7,29992.46,2176736.189946142,716081253.1000494,718257989.2899956,359128.99464499776
2023-10-23,4773.92555653,87843.80437519071,1765.46,33069.99,8428174.613031454,2904993732.2495127,2913421906.862544,1456710.953431272
2023-10-24,5224.05198213,98568.18028483927,1784.98,33922.73,9324828.307062408,3343701766.393926,3353026594.700989,1676513.2973504944
2023-10-25,2732.91388529,52513.24814816503,1787.15,34496.05,4884127.050096024,1811499633.7815084,1816383760.8316045,908191.8804158022
2023-10-26,1826.23794417,34745.70748960189,1803.38,34151.66,3293400.9837572947,1186623588.6443374,1189916989.6280947,594958.4948140474
2023-10-27,1216.76468954,23162.905804291626,1779.4,33892.02,2165111.0885674763,785037666.7771678,787202777.8657353,393601.3889328677
2023-10-28,440.97692834,8403.567617800076,1776.2,34081.0,783263.220117508,286401987.9822444,287185251.2023619,143592.62560118095
2023-10-29,556.13127393,10671.134453418337,1795.14,34525.89,998333.4950827003,368430414.31393164,369428747.8090143,184714.37390450717
2023-10-30,916.41013359,17497.679389764813,1809.04,34474.73,1657822.5880696536,603227772.5887067,604885595.1767764,302442.7975883882
2023-10-31,447.04030435,8523.344879769615,1814.67,34639.77,811230.6290948145,295246706.2658971,296057936.89499193,148028.96844749598
2023-11-01,1364.99796246,25983.961353171933,1846.99,35421.43,2521137.5866839956,920389068.1940849,922910205.7807689,461455.10289038444
2023-11-02,1530.07494046,29402.70734252767,1800.8,34941.59,2755358.9527803683,1027377344.8525913,1030132703.8053716,515066.3519026858
2023-11-03,1434.46810185,27496.7873223017,1832.71,34716.78,2628964.0349415136,954599916.1751373,957228880.2100788,478614.44010503945
2023-11-04,798.22400096,15143.058878200298,1855.54,35062.07,1481136.5627413185,530946990.40158033,532428126.9643217,266214.06348216085
2023-11-05,1154.88663897,21555.72319392611,1891.71,35011.88,2184710.6038059387,754706393.7789577,756891104.3827636,378445.5521913818
2023-11-06,556.46094389,10320.77369149569,1900.95,35046.09,1057804.4312876954,361702763.66179013,362760568.09307784,181380.28404653893
2023-11-07,840.40021641,15671.000841465288,1885.27,35399.12,1584381.3159912806,554739639.3071307,556324020.623122,278162.010311561
2023-11-08,1142.51089794,21527.489879001543,1888.12,35624.72,2157197.6766184727,766910799.2422639,769067996.9188824,384533.9984594412
2023-11-09,3999.40059612,73718.87031264734,2121.32,36701.09,8484008.47256128,2705562894.042798,2714046902.5153594,1357023.4512576798
2023-11-10,1232.24517029,21667.361833522657,2077.72,37301.63,2560260.4352149386,808227914.1901836,810788174.6253986,405394.08731269935
2023-11-11,1065.57205789,19154.112734929775,2053.17,37130.0,2187800.5820980114,711192205.8479426,713380006.4300406,356690.0032150203
2023-11-12,1019.23688176,18436.3510072842,2044.68,37064.13,2084013.2673970368,683327310.4596125,685411323.7270095,342705.6618635048
2023-11-13,1797.49596115,32071.99385616966,2053.65,36462.93,3691427.580615698,1169438866.9379444,1173130294.5185602,586565.1472592801
2023-11-14,1342.35715587,23889.81100817723,1979.39,35551.19,2657048.3307575197,849311210.2158003,851968258.5465578,425984.12927327893
2023-11-15,1440.07679532,26046.58155361443,2058.48,37858.2,2964369.2816303135,986076693.7730457,989041063.0546759,494520.53152733797
2023-11-16,1500.87773352,27278.208061506404,1961.77,36163.51,2944376.9112875303,986475750.0143675,989420126.925655,494710.06346282753
2023-11-17,739.30740729,13729.27004367009,1960.82,36613.92,1449648.7503623778,502682395.0373332,504132043.7876956,252066.0218938478
2023-11-18,402.5232692,7517.781459210052,1962.6,36568.1,789992.16813192,274910984.1785391,275700976.34667104,137850.48817333553
2023-11-19,357.48298828,6651.1380405933405,2011.47,37359.86,719066.3064355715,248485586.03724152,249204652.3436771,124602.32617183855
2023-11-20,707.79721043,13038.350179844798,2021.4,37448.78,1430741.281163202,488270307.44796824,489701048.72913146,244850.52436456573
2023-11-21,1300.65882759,24165.008270466464,1933.01,35741.65,2514186.520319746,863697267.8501177,866211454.3704374,433105.7271852187
2023-11-22,1535.46704798,27854.862592701385,2063.21,37408.34,3167990.9680628157,1042004170.5210549,1045172161.4891176,522586.0807445588
2023-11-23,465.1849829,8427.857600026518,2062.2,37294.28,959304.47173638,314310881.135517,315270185.6072534,157635.0928036267
2023-11-24,696.68499002,12523.38832610353,2080.84,37713.57,1449689.9946332169,472301682.2736883,473751372.2683215,236875.68613416076
2023-11-25,307.49972591,5573.6616810331825,2083.09,37780.67,640549.604045862,210576672.66275993,211217222.2668058,105608.6111334029
2023-11-26,330.20617535,5979.796067443362,2062.33,37447.43,680994.1016095656,223927994.64986056,224608988.75147012,112304.49437573506
2023-11-27,380.48523228,6960.436299731805,2027.5,37242.7,771433.8084477,259225440.98002166,259996874.78846934,129998.43739423467
2023-11-28,407.42108826,7491.704271515683,2048.14,37818.87,834455.4277088363,283327789.9228963,284162245.3506052,142081.12267530258
2023-11-29,317.85654974,5887.860150858104,2028.81,37854.64,644870.5466780093,222882826.38107923,223527696.92775723,111763.84846387862
2023-11-30,195.47862873,3619.45746510807,2051.96,37723.96,401114.3270088108,136540268.63543823,136941382.96244705,68470.69148122352
2023-12-01,635.88091855,11670.912344456512,2087.24,38682.52,1327236.088434302,451460300.18268585,452787536.27112013,226393.76813556007
2023-12-02,479.06288107,8774.714661721337,2164.74,39450.35,1037046.5811674717,346165564.55503833,347202611.1362058,173601.3055681029
2023-12-03,488.58165852,8906.54325923815,2192.95,39972.26,1071435.148051434,356014662.8595147,357086098.00756615,178543.0490037831
2023-12-04,1193.88378175,22113.597094435547,2243.37,41991.1,2678323.0594644975,928574266.9521525,931252590.011617,465626.29500580847
2023-12-05,1400.68377558,26643.710261297874,2293.33,44073.32,3212230.123050881,1174276768.3334649,1177488998.4565158,588744.4992282579
2023-12-06,635.57282502,12244.98301632296,2232.7,43762.69,1419043.4464221539,535873395.79860663,537292439.2450287,268646.2196225144
2023-12-07,978.29417071,18444.71087045221,2355.73,43273.14,2304596.9267666684,798160555.7566004,800465152.683367,400232.5763416835
2023-12-08,815.10788141,15047.954605418809,2358.72,44170.99,1922611.262039395,664683052.3964081,666605663.6584475,333302.8318292238
2023-12-09,1098.45169696,20405.659693208265,2340.49,43713.6,2570915.21221791,892004845.5650288,894575760.7772467,447287.8803886234
2023-12-10,287.28690864,5350.413047449541,2352.39,43789.51,675810.8510156495,234291965.6454222,234967776.49643785,117483.88824821892
2023-12-11,1366.16484186,25533.560228106424,2225.12,41253.4,3039880.712919523,1053346173.5141656,1056386054.2270851,528193.0271135425
2023-12-12,665.70966868,12489.233325498093,2203.46,41492.39,1466864.626549633,518208139.94256383,519675004.5691135,259837.50228455674
2023-12-13,689.5878806,13039.498045150658,2260.16,42869.03,1558578.9442168958,558990632.8825049,560549211.8267218,280274.6059133609
2023-12-14,626.87202142,11746.081657791005,2315.32,43022.26,1451409.3286341545,505342979.06271565,506794388.3913498,253397.1941956749
2023-12-15,561.21223452,10523.710758961524,2220.5,41940.3,1246171.76675166,441367586.3440741,442613758.1108257,221306.87905541286
2023-12-16,308.25388728,5789.2744183622335,2228.96,42278.03,687085.5845916289,244759117.53775105,245446203.12234268,122723.10156117134
2023-12-17,437.37421405,8235.425826779112,2196.52,41374.65,960701.208645106,340737861.1839464,341698562.3925915,170849.28119629575
2023-12-18,944.58887551,17980.704247695856,2219.43,42657.8,2096448.887973159,767017285.6573603,769113734.5453335,384556.8672726668
2023-12-19,707.57329315,13634.79510849306,2177.91,42275.99,1541030.9508843166,576424461.6587014,577965492.6095858,288982.7463047929
2023-12-20,978.31188687,19175.495735209803,2202.17,43668.93,2154409.087908508,837373380.9761754,839527790.0640839,419763.895032042
2023-12-21,741.74838506,14536.399957844324,2239.61,43861.8,1661227.1006642268,637592667.6709762,639253894.7716404,319626.9473858202
2023-12-22,1151.99354985,21917.593952156283,2324.54,43969.04,2677855.0863683186,963695565.1861178,966373420.2724861,483186.7101362431
2023-12-23,436.01356234,8299.32523473656,2308.2,43702.16,1006406.504593188,362698439.30049473,363704845.8050879,181852.42290254397
2023-12-24,593.46290455,11281.027366323473,2264.05,42991.5,1343629.6890464276,484988288.0192956,486331917.708342,243165.958854171
2023-12-25,640.98762052,12202.370201569554,2271.35,43576.13,1455907.2318681017,531732070.21172106,533187977.44358915,266593.98872179457
2023-12-26,568.57423121,10853.074503232185,2230.88,42508.93,1268420.8809217648,461352584.3426817,462621005.2236035,231310.50261180176
2023-12-27,1361.10540619,25288.447182343563,2378.35,43428.85,3237185.042811986,1098248179.4149213,1101485364.4577332,550742.6822288666
2023-12-28,1649.0766119,29682.23013809815,2344.15,42563.76,3865682.939785385,1263387319.8627768,1267253002.8025622,633626.5014012811
2023-12-29,1008.65188631,18316.417046943374,2299.2,42066.95,2319092.417003952,770515800.0929145,772834892.5099185,386417.4462549592
2023-12-30,592.55141332,10868.533665832003,2291.68,42140.28,1357938.2228771776,458003051.86758703,459360990.09046423,229680.49504523212
2023-12-31,724.63917685,13394.210677637628,2281.87,42283.58,1653532.3984787094,566355178.7247449,568008711.1232237,284004.3555616118
2024-01-01,618.53362869,11497.916916260574,2352.04,44179.55,1454815.8360240276,507972795.29777986,509427611.1338039,254713.80556690195
2024-01-02,1438.01365644,27320.309609284275,2355.34,44946.91,3387011.0855593896,1227963497.1806357,1231350508.266195,615675.2541330976
2024-01-03,1853.84218406,35509.25248387794,2209.72,42845.23,4096472.1509610624,1521402089.7998219,1525498561.950783,762749.2809753915
2024-01-04,1025.59758197,19855.37670850173,2267.11,44151.1,2325142.534060007,876636722.5947307,878961865.1287907,439480.93256439536
2024-01-05,1147.08385422,22359.812052233076,2268.78,44145.11,2602480.9067772515,987076362.6251549,989678843.5319321,494839.42176596605
2024-01-06,473.59963228,9255.57076247659,2240.78,43968.32,1061232.5840203785,406951897.06721467,408013129.65123504,204006.56482561753
2024-01-07,704.76872948,13851.408549489524,2221.42,43929.02,1565587.3510414618,608478803.1986963,610044390.5497377,305022.19527486886
2024-01-08,1563.24287571,31075.337387752974,2330.44,46951.04,3643043.7272696123,1459019408.7058854,1462662452.433155,731331.2262165776
2024-01-09,2501.94694414,50662.60537533961,2344.29,46110.0,5865289.201677961,2336052733.8569093,2341918023.058587,1170959.0115292936
2024-01-10,3891.04441901,73128.94638610135,2584.38,46653.99,10055937.375601064,3411757133.407708,3421813070.7833095,1710906.5353916548
2024-01-11,2827.63244605,50503.322677059434,2618.01,46339.16,7402770.020083361,2340281550.0638857,2347684320.083969,1173842.1600419846
2024-01-12,3860.8414102,65992.30070243386,2522.54,42782.73,9739126.890885908,2823330783.0310383,2833069909.921924,1416534.954960962
2024-01-13,1199.68056655,20197.92567685967,2578.19,42847.99,3093004.439873545,865440517.4228264,868533521.8627,434266.76093135
2024-01-14,1412.16002425,23833.018493961386,2472.87,41732.35,3492088.1591670974,994607869.3464694,998099957.5056365,499049.97875281825
2024-01-15,771.50121648,13048.281124198073,2511.78,42511.1,1937841.3255301346,554696783.6988966,556634625.0244268,278317.3125122134
2024-01-16,1104.06220515,18666.85490704096,2587.4,43137.95,2856650.54960511,805249853.6371876,808106504.1867927,404053.2520933964
2024-01-17,664.197352,11138.571749197918,2530.19,42776.1,1680545.4980568802,476464659.00086504,478145204.49892193,239072.60224946096
2024-01-18,909.90921153,15318.107279386359,2470.81,41327.5,2248212.778940439,633059078.5888398,635307291.3677802,317653.6456838901
2024-01-19,1206.17014881,20136.594848486082,2492.0,41659.03,3005776.01083452,838871008.8909271,841876784.9017617,420938.39245088084
2024-01-20,300.92186719,5060.811032059556,2472.01,41696.04,743881.864912352,211015779.22519654,211759661.0901089,105879.83054505446
2024-01-21,222.86275667,3754.560220941527,2457.05,41580.33,547584.9362760235,156115852.9916216,156663437.92789763,78331.71896394882
2024-01-22,1507.35916342,25751.58833954035,2314.2,39568.02,3488330.5759865637,1018939362.4506993,1022427693.0266858,511213.8465133429
2024-01-23,2022.83529213,35164.92105484314,2242.6,39897.6,4536410.426130738,1402995954.2777095,1407532364.7038403,703766.1823519202
2024-01-24,603.30218689,10784.47437205643,2235.02,40084.88,1348392.4537428878,432294361.0669573,433642753.52070016,216821.37676035007
2024-01-25,577.56991169,10398.51301081816,2218.64,39961.09,1281419.7088719015,415535914.2914754,416817334.0003473,208408.66700017365
2024-01-26,966.36386892,17677.349402199252,2267.68,41823.51,2191404.018272505,739328799.4963745,741520203.514647,370760.1017573235
2024-01-27,375.04222902,6899.256032140557,2267.94,42120.63,850573.2728836187,290601010.6050605,291451583.8779441,145725.79193897205
2024-01-28,607.42652717,11217.90855482104,2256.9,42031.06,1370900.9291699731,471500587.5421964,472871488.47136635,236435.74423568317
2024-01-29,674.72539994,12575.29979035088,2317.6,43302.7,1563743.586900944,544544434.231627,546108177.8185279,273054.08890926396
2024-01-30,790.62217563,14624.536316825639,2343.01,42941.1,1852435.6637228464,627993676.4344414,629846112.0981643,314923.0560490822
2024-01-31,764.21342632,14124.319503093644,2283.14,42580.0,1744806.242168245,601413524.4417274,603158330.6838956,301579.1653419478
2024-02-01,634.26439461,11786.255415772246,2304.28,43082.94,1461522.759211931,507786534.9023908,509248057.66160274,254624.02883080137
2024-02-02,354.29411903,6604.169468308588,2309.06,43200.0,818086.3784874118,285300121.030931,286118207.4094184,143059.1037047092
2024-02-03,182.23049629,3392.947621438962,2296.49,43011.09,418490.512425022,145934375.51099712,146352866.02342215,73176.43301171108
2024-02-04,266.60678448,4961.618686772067,2289.79,42582.88,610473.5490344592,211280013.1445725,211890486.69360694,105945.24334680347
2024-02-05,659.53130119,12227.800294803801,2301.83,42708.7,1518128.9350181776,522233454.45068705,523751583.38570523,261875.79169285262
2024-02-06,869.53268944,15951.14626029819,2372.64,43098.95,2063088.0402729216,687477655.1152786,689540743.1555516,344770.3715777758
2024-02-07,666.61157061,12066.25089405226,2425.1,44349.6,1616599.7198863109,535133400.65086013,536750000.37074643,268375.00018537324
2024-02-08,1263.63266757,23278.35548860624,2419.55,45288.65,3057422.420818994,1054245294.299067,1057302716.7198861,528651.358359943
2024-02-09,1439.93250274,27154.704273252086,2486.56,47132.77,3580478.5640131743,1279876430.9292076,1283456909.4932208,641728.4547466104
2024-02-10,512.27515284,9716.166904381904,2500.24,47751.09,1280810.8281366816,463957560.30616164,465238371.1342983,232619.18556714916
2024-02-11,1262.5591409,24033.887202714017,2507.21,48299.99,3165500.9036558894,1160836511.5522149,1164002012.4558709,582001.0062279354
2024-02-12,1302.08707347,24939.953314484686,2659.99,49917.27,3463538.594559465,1244934383.3865268,1248397921.9810863,624198.9609905431
2024-02-13,1187.52656586,22231.905800394466,2639.99,49699.59,3135058.2586047407,1104916603.1982267,1108051661.4568315,554025.8307284157
2024-02-14,1555.81929066,29150.97098542736,2774.81,51795.17,4317102.925916274,1509879497.8552775,1514196600.7811937,757098.3003905969
2024-02-15,1302.07076164,24087.105960392168,2822.59,51880.0,3675211.911097448,1249639057.2251456,1253314269.136243,626657.1345681215
2024-02-16,650.49300763,12005.364398387519,2801.8,52124.11,1822551.308777734,625768934.4916348,627591485.8004125,313795.7429002063
2024-02-17,379.0396189,7040.597745260573,2785.93,51642.64,1055977.845482077,363595054.7433035,364651032.5887855,182325.51629439276
2024-02-18,739.48460822,13589.33153788102,2881.2,52137.67,2130603.053203464,708516083.2426331,710646686.2958366,355323.3431479183
2024-02-19,843.55766878,15036.966182365431,2944.8,51774.73,2484108.623023344,778534864.111101,781018972.7341244,390509.4863670622
2024-02-20,817.20852012,14420.51901146724,3014.81,52258.82,2463728.418542977,753599307.3268445,756063035.7453874,378031.5178726937
2024-02-21,1090.39679203,19104.434344474535,2967.9,51849.39,3236188.639065837,990553267.0560545,993789455.6951203,496894.7278475602
2024-02-22,1089.02145104,18868.776849667047,2971.4,51288.42,3235918.3396202563,967749751.9520004,970985670.2916206,485492.8351458103
2024-02-23,743.6028912,12888.881919059508,2922.24,50744.15,2172986.112780288,654035357.4330435,656208343.5458238,328104.1717729119
2024-02-24,636.96768067,11011.213344731194,2992.62,51568.22,1906202.2205266554,567828672.228034,569734874.4485607,284867.4372242804
2024-02-25,1627.31067011,27515.568624170686,3112.59,51728.85,5065150.918677685,1423348722.0244317,1428413872.9431093,714206.9364715547
2024-02-26,2076.83681286,34908.43347778207,3175.94,54476.47,6595909.1074345885,1901688229.0993905,1908284138.206825,954142.0691034126
2024-02-27,2495.81527624,43477.405115451744,3242.36,57037.34,8092331.619069527,2479835537.88776,2487927869.5068297,1243963.934753415
2024-02-28,2997.32184627,53803.85691674054,3383.1,62432.1,10140239.538116038,3359087775.411637,3369228014.949753,1684614.0074748765
2024-02-29,3456.64569226,62593.92924178695,3340.09,61130.98,11545507.710260704,3826428236.6010933,3837973744.311354,1918986.872155677
2024-03-01,1316.02663462,23950.99618466163,3433.43,62387.9,4518485.328103347,1494252354.8690515,1498770840.1971548,749385.4200985774
2024-03-02,681.97717812,12347.069781253671,3421.4,61987.28,2333316.717219768,765361271.7101101,767694588.4273298,383847.2942136649
2024-03-03,1057.32206396,19148.841457360046,3487.81,63113.97,3687738.4679003274,1208559405.2745783,1212247143.7424786,606123.5718712393
2024-03-04,2326.61099747,43177.51270909978,3627.76,68245.71,8440386.312181767,2946680010.866538,2955120397.17872,1477560.19858936
2024-03-05,4032.22379005,72962.80521073706,3553.65,63724.01,14329112.071511183,4649482528.877061,4663811640.948572,2331905.820474286
2024-03-06,2762.36215035,48564.78631555491,3818.59,66074.04,10548328.483705007,3208871633.6054277,3219419962.089133,1609709.9810445665
2024-03-07,1281.62104312,22414.909550087865,3868.76,66823.17,4958284.226780931,1497835311.4001448,1502793595.6269257,751396.7978134629
